year,stage,date,team1_code,team2_code,score1,score2,attendance,referee,referee_nation,stadium,source_page
2010,round-of-16,2010-06-28,BRA,CHI,3,0,54096,Howard Webb,England,"Ellis Park Stadium, Johannesburg",2010 FIFA World Cup knockout stage
2010,round-of-16,2010-06-28,NED,SVK,2,1,61962,Alberto Undiano Mallenco,Spain,"Moses Mabhida Stadium, Durban",2010 FIFA World Cup knockout stage
2010,round-of-16,2010-06-29,ESP,POR,1,0,62955,Héctor Baldassi,Argentina,"Cape Town Stadium, Cape Town",2010 FIFA World Cup knockout stage
2010,round-of-16,2010-06-29,PAR,JPN,0,0,36742,Frank De Bleeckere,Belgium,"Loftus Versfeld Stadium, Pretoria",2010 FIFA World Cup knockout stage
2010,quarter-final,2010-07-02,NED,BRA,2,1,40186,Yuichi Nishimura,Japan,"Nelson Mandela Bay Stadium, Port Elizabeth",2010 FIFA World Cup knockout stage
2010,quarter-final,2010-07-02,URU,GHA,1,1,84017,Olegário Benquerença,Portugal,"Soccer City, Johannesburg",2010 FIFA World Cup knockout stage
2010,quarter-final,2010-07-03,ARG,GER,0,4,64100,Ravshan Irmatov,Uzbekistan,"Cape Town Stadium, Cape Town",2010 FIFA World Cup knockout stage
2010,quarter-final,2010-07-03,PAR,ESP,0,1,55359,Carlos Batres,Guatemala,"Ellis Park Stadium, Johannesburg",2010 FIFA World Cup knockout stage
2010,semi-final,2010-07-06,URU,NED,2,3,62479,Ravshan Irmatov,Uzbekistan,"Cape Town Stadium, Cape Town",2010 FIFA World Cup knockout stage
2010,semi-final,2010-07-07,GER,ESP,0,1,60960,Viktor Kassai,Hungary,"Moses Mabhida Stadium, Durban",2010 FIFA World Cup knockout stage
2010,third-place,2010-07-10,URU,GER,2,3,36254,Benito Archundia,Mexico,"Nelson Mandela Bay Stadium, Port Elizabeth",2010 FIFA World Cup knockout stage
2010,final,2010-07-11,NED,ESP,0,1,84490,Howard Webb,England,"Soccer City, Johannesburg",2010 FIFA World Cup final
2014,group,2014-06-12,BRA,CRO,3,1,62103,Yuichi Nishimura,Japan,"Arena de São Paulo, São Paulo",2014 FIFA World Cup Group A
2014,group,2014-06-13,CHI,AUS,3,1,40275,Noumandiez Doué,Ivory Coast,"Arena Pantanal, Cuiabá",2014 FIFA World Cup Group B
2014,group,2014-06-13,ESP,NED,1,5,48173,Nicola Rizzoli,Italy,"Itaipava Arena Fonte Nova, Salvador",2014 FIFA World Cup Group B
2014,group,2014-06-13,MEX,CMR,1,0,39216,Wilmar Roldán,Colombia,"Arena das Dunas, Natal",2014 FIFA World Cup Group A
2014,group,2014-06-14,CIV,JPN,2,1,40267,Enrique Osses,Chile,"Itaipava Arena Pernambuco, Recife",2014 FIFA World Cup Group C
2014,group,2014-06-14,COL,GRE,3,0,57174,Mark Geiger,United States,"Estádio Mineirão, Belo Horizonte",2014 FIFA World Cup Group C
2014,group,2014-06-14,ENG,ITA,1,2,39800,Björn Kuipers,Netherlands,"Arena da Amazônia, Manaus",2014 FIFA World Cup Group D
2014,group,2014-06-14,URU,CRC,1,3,58679,Felix Brych,Germany,"Estádio Castelão, Fortaleza",2014 FIFA World Cup Group D
2014,group,2014-06-15,ARG,BIH,2,1,74738,Joel Aguilar,El Salvador,"Estádio do Maracanã, Rio de Janeiro",2014 FIFA World Cup Group F
2014,group,2014-06-15,FRA,HON,3,0,43012,Sandro Ricci,Brazil,"Estádio Beira-Rio, Porto Alegre",2014 FIFA World Cup Group E
2014,group,2014-06-15,SUI,ECU,2,1,68351,Ravshan Irmatov,Uzbekistan,"Estádio Nacional Mané Garrincha, Brasília",2014 FIFA World Cup Group E
2014,group,2014-06-16,GER,POR,4,0,51081,Milorad Mažić,Serbia,"Itaipava Arena Fonte Nova, Salvador",2014 FIFA World Cup Group G
2014,group,2014-06-16,GHA,USA,1,2,39760,Jonas Eriksson,Sweden,"Arena das Dunas, Natal",2014 FIFA World Cup Group G
2014,group,2014-06-16,IRN,NGA,0,0,39081,Carlos Vera,Ecuador,"Arena da Baixada, Curitiba",2014 FIFA World Cup Group F
2014,group,2014-06-17,BEL,ALG,2,1,56800,Marco Rodríguez,Mexico,"Estádio Mineirão, Belo Horizonte",2014 FIFA World Cup Group H
2014,group,2014-06-17,BRA,MEX,0,0,60342,Cüneyt Çakır,Turkey,"Estádio Castelão, Fortaleza",2014 FIFA World Cup Group A
2014,group,2014-06-17,RUS,KOR,1,1,37603,Néstor Pitana,Argentina,"Arena Pantanal, Cuiabá",2014 FIFA World Cup Group H
2014,group,2014-06-18,AUS,NED,2,3,42877,Djamel Haimoudi,Algeria,"Estádio Beira-Rio, Porto Alegre",2014 FIFA World Cup Group B
2014,group,2014-06-18,CMR,CRO,0,4,39982,Pedro Proença,Portugal,"Arena da Amazônia, Manaus",2014 FIFA World Cup Group A
2014,group,2014-06-18,ESP,CHI,0,2,74101,Mark Geiger,United States,"Estádio do Maracanã, Rio de Janeiro",2014 FIFA World Cup Group B
2014,group,2014-06-19,COL,CIV,2,1,68748,Howard Webb,England,"Estádio Nacional Mané Garrincha, Brasília",2014 FIFA World Cup Group C
2014,group,2014-06-19,JPN,GRE,0,0,39485,Joel Aguilar,El Salvador,"Arena das Dunas, Natal",2014 FIFA World Cup Group C
2014,group,2014-06-19,URU,ENG,2,1,62575,Carlos Velasco Carballo,Spain,"Arena de São Paulo, São Paulo",2014 FIFA World Cup Group D
2014,group,2014-06-20,HON,ECU,1,2,39224,Ben Williams,Australia,"Arena da Baixada, Curitiba",2014 FIFA World Cup Group E
2014,group,2014-06-20,ITA,CRC,0,1,40285,Enrique Osses,Chile,"Itaipava Arena Pernambuco, Recife",2014 FIFA World Cup Group D
2014,group,2014-06-20,SUI,FRA,2,5,51003,Björn Kuipers,Netherlands,"Itaipava Arena Fonte Nova, Salvador",2014 FIFA World Cup Group E
2014,group,2014-06-21,ARG,IRN,1,0,57698,Milorad Mažić,Serbia,"Estádio Mineirão, Belo Horizonte",2014 FIFA World Cup Group F
2014,group,2014-06-21,GER,GHA,2,2,59621,Sandro Ricci,Brazil,"Estádio Castelão, Fortaleza",2014 FIFA World Cup Group G
2014,group,2014-06-21,NGA,BIH,1,0,40499,Peter O'Leary,New Zealand,"Arena Pantanal, Cuiabá",2014 FIFA World Cup Group F
2014,group,2014-06-22,BEL,RUS,1,0,73819,Felix Brych,Germany,"Estádio do Maracanã, Rio de Janeiro",2014 FIFA World Cup Group H
2014,group,2014-06-22,KOR,ALG,2,4,42732,Wilmar Roldán,Colombia,"Estádio Beira-Rio, Porto Alegre",2014 FIFA World Cup Group H
2014,group,2014-06-22,USA,POR,2,2,40123,Néstor Pitana,Argentina,"Arena da Amazônia, Manaus",2014 FIFA World Cup Group G
2014,group,2014-06-23,AUS,ESP,0,3,39375,Nawaf Shukralla,Bahrain,"Arena da Baixada, Curitiba",2014 FIFA World Cup Group B
2014,group,2014-06-23,CMR,BRA,1,4,69112,Jonas Eriksson,Sweden,"Estádio Nacional Mané Garrincha, Brasília",2014 FIFA World Cup Group A
2014,group,2014-06-23,CRO,MEX,1,3,41212,Ravshan Irmatov,Uzbekistan,"Itaipava Arena Pernambuco, Recife",2014 FIFA World Cup Group A
2014,group,2014-06-23,NED,CHI,2,0,62996,Bakary Gassama,Gambia,"Arena de São Paulo, São Paulo",2014 FIFA World Cup Group B
2014,group,2014-06-24,CRC,ENG,0,0,57823,Djamel Haimoudi,Algeria,"Estádio Mineirão, Belo Horizonte",2014 FIFA World Cup Group D
2014,group,2014-06-24,GRE,CIV,2,1,59095,Carlos Vera,Ecuador,"Estádio Castelão, Fortaleza",2014 FIFA World Cup Group C
2014,group,2014-06-24,ITA,URU,0,1,39706,Marco Rodríguez,Mexico,"Arena das Dunas, Natal",2014 FIFA World Cup Group D
2014,group,2014-06-24,JPN,COL,1,4,40340,Pedro Proença,Portugal,"Arena Pantanal, Cuiabá",2014 FIFA World Cup Group C
2014,group,2014-06-25,BIH,IRN,3,1,48011,Carlos Velasco Carballo,Spain,"Itaipava Arena Fonte Nova, Salvador",2014 FIFA World Cup Group F
2014,group,2014-06-25,ECU,FRA,0,0,73749,Noumandiez Doué,Ivory Coast,"Estádio do Maracanã, Rio de Janeiro",2014 FIFA World Cup Group E
2014,group,2014-06-25,HON,SUI,0,3,40322,Néstor Pitana,Argentina,"Arena da Amazônia, Manaus",2014 FIFA World Cup Group E
2014,group,2014-06-25,NGA,ARG,2,3,43285,Nicola Rizzoli,Italy,"Estádio Beira-Rio, Porto Alegre",2014 FIFA World Cup Group F
2014,group,2014-06-26,ALG,RUS,1,1,39311,Cüneyt Çakır,Turkey,"Arena da Baixada, Curitiba",2014 FIFA World Cup Group H
2014,group,2014-06-26,KOR,BEL,0,1,61397,Ben Williams,Australia,"Arena de São Paulo, São Paulo",2014 FIFA World Cup Group H
2014,group,2014-06-26,POR,GHA,2,1,67540,Nawaf Shukralla,Bahrain,"Estádio Nacional Mané Garrincha, Brasília",2014 FIFA World Cup Group G
2014,group,2014-06-26,USA,GER,0,1,41876,Ravshan Irmatov,Uzbekistan,"Itaipava Arena Pernambuco, Recife",2014 FIFA World Cup Group G
2014,round-of-16,2014-06-28,BRA,CHI,1,1,57714,Howard Webb,England,"Estádio Mineirão, Belo Horizonte",2014 FIFA World Cup knockout stage
2014,round-of-16,2014-06-28,COL,URU,2,0,73804,Björn Kuipers,Netherlands,"Estádio do Maracanã, Rio de Janeiro",2014 FIFA World Cup knockout stage
2014,round-of-16,2014-06-29,CRC,GRE,1,1,41242,Ben Williams,Australia,"Itaipava Arena Pernambuco, Recife",2014 FIFA World Cup knockout stage
2014,round-of-16,2014-06-29,NED,MEX,2,1,58817,Pedro Proença,Portugal,"Estádio Castelão, Fortaleza",2014 FIFA World Cup knockout stage
2014,round-of-16,2014-06-30,FRA,NGA,2,0,67882,Mark Geiger,United States,"Estádio Nacional Mané Garrincha, Brasília",2014 FIFA World Cup knockout stage
2014,round-of-16,2014-06-30,GER,ALG,2,1,43063,Sandro Ricci,Brazil,"Estádio Beira-Rio, Porto Alegre",2014 FIFA World Cup knockout stage
2014,round-of-16,2014-07-01,ARG,SUI,1,0,63255,Jonas Eriksson,Sweden,"Arena Corinthians, São Paulo",2014 FIFA World Cup knockout stage
2014,round-of-16,2014-07-01,BEL,USA,2,1,51227,Djamel Haimoudi,Algeria,"Itaipava Arena Fonte Nova, Salvador",2014 FIFA World Cup knockout stage
2014,quarter-final,2014-07-04,BRA,COL,2,1,60342,Carlos Velasco Carballo,Spain,"Estádio Castelão, Fortaleza",2014 FIFA World Cup knockout stage
2014,quarter-final,2014-07-04,FRA,GER,0,1,74240,Néstor Pitana,Argentina,"Estádio do Maracanã, Rio de Janeiro",2014 FIFA World Cup knockout stage
2014,quarter-final,2014-07-05,ARG,BEL,1,0,68551,Nicola Rizzoli,Italy,"Estádio Nacional Mané Garrincha, Brasília",2014 FIFA World Cup knockout stage
2014,quarter-final,2014-07-05,NED,CRC,0,0,51179,Ravshan Irmatov,Uzbekistan,"Itaipava Arena Fonte Nova, Salvador",2014 FIFA World Cup knockout stage
2014,semi-final,2014-07-08,BRA,GER,1,7,58141,Marco Antonio Rodríguez,Mexico,"Estádio Mineirão, Belo Horizonte",Brazil v Germany (2014 FIFA World Cup)
2014,semi-final,2014-07-09,NED,ARG,0,0,63267,Cüneyt Çakır,Turkey,"Arena Corinthians, São Paulo",2014 FIFA World Cup knockout stage
2014,third-place,2014-07-12,BRA,NED,0,3,68034,Djamel Haimoudi,Algeria,"Estádio Nacional Mané Garrincha, Brasília",2014 FIFA World Cup knockout stage
2014,final,2014-07-13,GER,ARG,1,0,74738,Nicola Rizzoli,Italy,"Maracanã Stadium, Rio de Janeiro",2014 FIFA World Cup final
2018,group,2018-06-14,RUS,KSA,5,0,78011,Néstor Pitana,Argentina,"Luzhniki Stadium, Moscow",2018 FIFA World Cup Group A
2018,group,2018-06-15,EGY,URU,0,1,27015,Björn Kuipers,Netherlands,"Central Stadium, Yekaterinburg",2018 FIFA World Cup Group A
2018,group,2018-06-15,MAR,IRN,0,1,62548,Cüneyt Çakır,Turkey,"Krestovsky Stadium, Saint Petersburg",2018 FIFA World Cup Group B
2018,group,2018-06-15,POR,ESP,3,3,43866,Gianluca Rocchi,Italy,"Fisht Olympic Stadium, Sochi",2018 FIFA World Cup Group B
2018,group,2018-06-16,ARG,ISL,1,1,44190,Szymon Marciniak,Poland,"Otkritie Arena, Moscow",2018 FIFA World Cup Group D
2018,group,2018-06-16,CRO,NGA,2,0,31136,Sandro Ricci,Brazil,"Kaliningrad Stadium, Kaliningrad",2018 FIFA World Cup Group D
2018,group,2018-06-16,FRA,AUS,2,1,41279,Andrés Cunha,Uruguay,"Kazan Arena, Kazan",2018 FIFA World Cup Group C
2018,group,2018-06-16,PER,DEN,0,1,40502,Bakary Gassama,Gambia,"Mordovia Arena, Saransk",2018 FIFA World Cup Group C
2018,group,2018-06-17,BRA,SUI,1,1,43109,César Arturo Ramos,Mexico,"Rostov Arena, Rostov-on-Don",2018 FIFA World Cup Group E
2018,group,2018-06-17,CRC,SRB,0,1,41432,Malang Diedhiou,Senegal,"Cosmos Arena, Samara",2018 FIFA World Cup Group E
2018,group,2018-06-17,GER,MEX,0,1,78011,Alireza Faghani,Iran,"Luzhniki Stadium, Moscow",2018 FIFA World Cup Group F
2018,group,2018-06-18,BEL,PAN,3,0,43257,Janny Sikazwe,Zambia,"Fisht Olympic Stadium, Sochi",2018 FIFA World Cup Group G
2018,group,2018-06-18,SWE,KOR,1,0,42300,Joel Aguilar,El Salvador,"Nizhny Novgorod Stadium, Nizhny Novgorod",2018 FIFA World Cup Group F
2018,group,2018-06-18,TUN,ENG,1,2,41064,Wilmar Roldán,Colombia,"Volgograd Arena, Volgograd",2018 FIFA World Cup Group G
2018,group,2018-06-19,COL,JPN,1,2,40842,Damir Skomina,Slovenia,"Mordovia Arena, Saransk",2018 FIFA World Cup Group H
2018,group,2018-06-19,POL,SEN,1,2,44190,Nawaf Shukralla,Bahrain,"Otkritie Arena, Moscow",2018 FIFA World Cup Group H
2018,group,2018-06-19,RUS,EGY,3,1,64468,Enrique Cáceres,Paraguay,"Krestovsky Stadium, Saint Petersburg",2018 FIFA World Cup Group A
2018,group,2018-06-20,IRN,ESP,0,1,42718,Andrés Cunha,Uruguay,"Kazan Arena, Kazan",2018 FIFA World Cup Group B
2018,group,2018-06-20,POR,MAR,1,0,78011,Mark Geiger,United States,"Luzhniki Stadium, Moscow",2018 FIFA World Cup Group B
2018,group,2018-06-20,URU,KSA,1,0,42678,Clément Turpin,France,"Rostov Arena, Rostov-on-Don",2018 FIFA World Cup Group A
2018,group,2018-06-21,ARG,CRO,0,3,43319,Ravshan Irmatov,Uzbekistan,"Nizhny Novgorod Stadium, Nizhny Novgorod",2018 FIFA World Cup Group D
2018,group,2018-06-21,DEN,AUS,1,1,40727,Antonio Mateu Lahoz,Spain,"Cosmos Arena, Samara",2018 FIFA World Cup Group C
2018,group,2018-06-21,FRA,PER,1,0,32789,Mohammed Abdulla Hassan Mohamed,United Arab Emirates,"Central Stadium, Yekaterinburg",2018 FIFA World Cup Group C
2018,group,2018-06-22,BRA,CRC,2,0,64468,Björn Kuipers,Netherlands,"Krestovsky Stadium, Saint Petersburg",2018 FIFA World Cup Group E
2018,group,2018-06-22,NGA,ISL,2,0,40904,Matthew Conger,New Zealand,"Volgograd Arena, Volgograd",2018 FIFA World Cup Group D
2018,group,2018-06-22,SRB,SUI,1,2,33167,Felix Brych,Germany,"Kaliningrad Stadium, Kaliningrad",2018 FIFA World Cup Group E
2018,group,2018-06-23,BEL,TUN,5,2,44190,Jair Marrufo,United States,"Otkritie Arena, Moscow",2018 FIFA World Cup Group G
2018,group,2018-06-23,GER,SWE,2,1,44287,Szymon Marciniak,Poland,"Fisht Olympic Stadium, Sochi",2018 FIFA World Cup Group F
2018,group,2018-06-23,KOR,MEX,1,2,43472,Milorad Mažić,Serbia,"Rostov Arena, Rostov-on-Don",2018 FIFA World Cup Group F
2018,group,2018-06-24,ENG,PAN,6,1,43319,Gehad Grisha,Egypt,"Nizhny Novgorod Stadium, Nizhny Novgorod",2018 FIFA World Cup Group G
2018,group,2018-06-24,JPN,SEN,2,2,32572,Gianluca Rocchi,Italy,"Central Stadium, Yekaterinburg",2018 FIFA World Cup Group H
2018,group,2018-06-24,POL,COL,0,3,42873,César Arturo Ramos,Mexico,"Kazan Arena, Kazan",2018 FIFA World Cup Group H
2018,group,2018-06-25,ESP,MAR,2,2,33973,Ravshan Irmatov,Uzbekistan,"Kaliningrad Stadium, Kaliningrad",2018 FIFA World Cup Group B
2018,group,2018-06-25,IRN,POR,1,1,41685,Enrique Cáceres,Paraguay,"Mordovia Arena, Saransk",2018 FIFA World Cup Group B
2018,group,2018-06-25,KSA,EGY,2,1,36823,Wilmar Roldán,Colombia,"Volgograd Arena, Volgograd",2018 FIFA World Cup Group A
2018,group,2018-06-25,URU,RUS,3,0,41970,Malang Diedhiou,Senegal,"Cosmos Arena, Samara",2018 FIFA World Cup Group A
2018,group,2018-06-26,AUS,PER,0,2,44073,Sergei Karasev,Russia,"Fisht Olympic Stadium, Sochi",2018 FIFA World Cup Group C
2018,group,2018-06-26,DEN,FRA,0,0,78011,Sandro Ricci,Brazil,"Luzhniki Stadium, Moscow",2018 FIFA World Cup Group C
2018,group,2018-06-26,ISL,CRO,1,2,43472,Antonio Mateu Lahoz,Spain,"Rostov Arena, Rostov-on-Don",2018 FIFA World Cup Group D
2018,group,2018-06-26,NGA,ARG,1,2,64468,Cüneyt Çakır,Turkey,"Krestovsky Stadium, Saint Petersburg",2018 FIFA World Cup Group D
2018,group,2018-06-27,KOR,GER,2,0,41835,Mark Geiger,United States,"Kazan Arena, Kazan",2018 FIFA World Cup Group F
2018,group,2018-06-27,MEX,SWE,0,3,33061,Néstor Pitana,Argentina,"Central Stadium, Yekaterinburg",2018 FIFA World Cup Group F
2018,group,2018-06-27,SRB,BRA,0,2,44190,Alireza Faghani,Iran,"Otkritie Arena, Moscow",2018 FIFA World Cup Group E
2018,group,2018-06-27,SUI,CRC,2,2,43319,Clément Turpin,France,"Nizhny Novgorod Stadium, Nizhny Novgorod",2018 FIFA World Cup Group E
2018,group,2018-06-28,ENG,BEL,0,1,33973,Damir Skomina,Slovenia,"Kaliningrad Stadium, Kaliningrad",2018 FIFA World Cup Group G
2018,group,2018-06-28,JPN,POL,0,1,42189,Janny Sikazwe,Zambia,"Volgograd Arena, Volgograd",2018 FIFA World Cup Group H
2018,group,2018-06-28,PAN,TUN,1,2,37168,Nawaf Shukralla,Bahrain,"Mordovia Arena, Saransk",2018 FIFA World Cup Group G
2018,group,2018-06-28,SEN,COL,0,1,41970,Milorad Mažić,Serbia,"Cosmos Arena, Samara",2018 FIFA World Cup Group H
2018,round-of-16,2018-06-30,FRA,ARG,4,3,42873,Alireza Faghani,Iran,"Kazan Arena, Kazan",2018 FIFA World Cup knockout stage
2018,round-of-16,2018-06-30,URU,POR,2,1,44287,César Arturo Ramos,Mexico,"Fisht Olympic Stadium, Sochi",2018 FIFA World Cup knockout stage
2018,round-of-16,2018-07-01,CRO,DEN,1,1,40851,Néstor Pitana,Argentina,"Nizhny Novgorod Stadium, Nizhny Novgorod",2018 FIFA World Cup knockout stage
2018,round-of-16,2018-07-01,ESP,RUS,1,1,78011,Björn Kuipers,Netherlands,"Luzhniki Stadium, Moscow",2018 FIFA World Cup knockout stage
2018,round-of-16,2018-07-02,BEL,JPN,3,2,41466,Malang Diedhiou,Senegal,"Rostov Arena, Rostov-on-Don",2018 FIFA World Cup knockout stage
2018,round-of-16,2018-07-02,BRA,MEX,2,0,41970,Gianluca Rocchi,Italy,"Cosmos Arena, Samara",2018 FIFA World Cup knockout stage
2018,round-of-16,2018-07-03,COL,ENG,1,1,44190,Mark Geiger,United States,"Otkritie Arena, Moscow",2018 FIFA World Cup knockout stage
2018,round-of-16,2018-07-03,SWE,SUI,1,0,64042,Damir Skomina,Slovenia,"Krestovsky Stadium, Saint Petersburg",2018 FIFA World Cup knockout stage
2018,quarter-final,2018-07-06,BRA,BEL,1,2,42873,Milorad Mažić,Serbia,"Kazan Arena, Kazan",2018 FIFA World Cup knockout stage
2018,quarter-final,2018-07-06,URU,FRA,0,2,43319,Néstor Pitana,Argentina,"Nizhny Novgorod Stadium, Nizhny Novgorod",2018 FIFA World Cup knockout stage
2018,quarter-final,2018-07-07,RUS,CRO,2,2,44287,Sandro Ricci,Brazil,"Fisht Olympic Stadium, Sochi",2018 FIFA World Cup knockout stage
2018,quarter-final,2018-07-07,SWE,ENG,0,2,39991,Björn Kuipers,Netherlands,"Cosmos Arena, Samara",2018 FIFA World Cup knockout stage
2018,semi-final,2018-07-10,FRA,BEL,1,0,64286,Andrés Cunha,Uruguay,"Krestovsky Stadium, Saint Petersburg",2018 FIFA World Cup knockout stage
2018,semi-final,2018-07-11,CRO,ENG,2,1,78011,Cüneyt Çakır,Turkey,"Luzhniki Stadium, Moscow",2018 FIFA World Cup knockout stage
2018,third-place,2018-07-14,BEL,ENG,2,0,64406,Alireza Faghani,Iran,"Krestovsky Stadium, Saint Petersburg",2018 FIFA World Cup knockout stage
2018,final,2018-07-15,FRA,CRO,4,2,78011,Néstor Pitana,Argentina,"Luzhniki Stadium, Moscow",2018 FIFA World Cup final
2022,group,2022-11-20,QAT,ECU,0,2,67372,Daniele Orsato,Italy,"Al Bayt Stadium, Al Khor",2022 FIFA World Cup Group A
2022,group,2022-11-21,ENG,IRN,6,2,45334,Raphael Claus,Brazil,"Khalifa International Stadium, Al Rayyan",2022 FIFA World Cup Group B
2022,group,2022-11-21,SEN,NED,0,2,41721,Wilton Sampaio,Brazil,"Al Thumama Stadium, Doha",2022 FIFA World Cup Group A
2022,group,2022-11-21,USA,WAL,1,1,43418,Abdulrahman Al-Jassim,Qatar,"Ahmad bin Ali Stadium, Al Rayyan",2022 FIFA World Cup Group B
2022,group,2022-11-22,ARG,KSA,1,2,88012,Slavko Vinčić,Slovenia,"Lusail Stadium, Lusail",2022 FIFA World Cup Group C
2022,group,2022-11-22,DEN,TUN,0,0,42925,César Arturo Ramos,Mexico,"Education City Stadium, Al Rayyan",2022 FIFA World Cup Group D
2022,group,2022-11-22,FRA,AUS,4,1,40875,Victor Gomes,South Africa,"Al Janoub Stadium, Al Wakrah",2022 FIFA World Cup Group D
